Código,COUNTER,CO_FRAC_RA
20140210.0,402.0,140_21_.
20140210.0,405.0,140_21_.
20140210.0,412.0,140_21_.
20140301.0,30.0,140_30_1.
20140301.0,31.0,140_30_1.
20140301.0,37.0,140_30_1.
20140301.0,83.0,140_30_1.
20140301.0,97.0,140_30_1.
20140301.0,118.0,140_30_1.
20140301.0,141.0,140_30_1.
20140301.0,142.0,140_30_1.
20140301.0,149.0,140_30_1.
20140301.0,245.0,140_30_1.
20140301.0,397.0,140_30_1.
20140301.0,457.0,140_30_1.
20140301.0,589.0,140_30_1.
20140302.0,29.0,140_30_2.
20140302.0,37.0,140_30_2.
20140302.0,52.0,140_30_2.
20140302.0,174.0,140_30_2.
20140303.0,11.0,140_30_3.
20140303.0,35.0,140_30_3.
20140303.0,64.0,140_30_3.
20140303.0,99.0,140_30_3.
20140303.0,110.0,140_30_3.
20140303.0,130.0,140_30_3.
20140303.0,208.0,140_30_3.
20140304.0,2.0,140_30_4.
20140304.0,5.0,140_30_4.
20140304.0,8.0,140_30_4.
20140304.0,15.0,140_30_4.
20140304.0,26.0,140_30_4.
20140304.0,33.0,140_30_4.
20140304.0,36.0,140_30_4.
20140304.0,217.0,140_30_4.
20140304.0,218.0,140_30_4.
20140304.0,247.0,140_30_4.
20140304.0,249.0,140_30_4.
20140304.0,251.0,140_30_4.
20140304.0,256.0,140_30_4.
20140304.0,258.0,140_30_4.
20140305.0,78.0,140_30_5.
20140305.0,100.0,140_30_5.
20140305.0,105.0,140_30_5.
20140305.0,110.0,140_30_5.
20140305.0,136.0,140_30_5.
20140305.0,143.0,140_30_5.
20140306.0,18.0,140_30_6.
20140306.0,31.0,140_30_6.
20140306.0,44.0,140_30_6.
20140306.0,67.0,140_30_6.
20140306.0,76.0,140_30_6.
20140306.0,91.0,140_30_6.
20140306.0,103.0,140_30_6.
20140306.0,150.0,140_30_6.
20140307.0,190.0,140_30_7.
20140307.0,195.0,140_30_7.
20140307.0,240.0,140_30_7.
20140307.0,293.0,140_30_7.
20140308.0,58.0,140_30_8.
20140308.0,147.0,140_30_8.
20140308.0,191.0,140_30_8.
20140308.0,289.0,140_30_8.
20140308.0,356.0,140_30_8.
20140308.0,366.0,140_30_8.
20140308.0,397.0,140_30_8.
20140309.0,92.0,140_30_9.
20140309.0,175.0,140_30_9.
20140309.0,238.0,140_30_9.
20140309.0,241.0,140_30_9.
20140309.0,320.0,140_30_9.
20140309.0,400.0,140_30_9.
20140310.0,37.0,140_31_.
20140310.0,79.0,140_31_.
20140310.0,190.0,140_31_.
20140310.0,194.0,140_31_.
20140311.0,5.0,140_31_1.
20140311.0,7.0,140_31_1.
20140311.0,10.0,140_31_1.
20140311.0,152.0,140_31_1.
20140311.0,257.0,140_31_1.
20140311.0,285.0,140_31_1.
20140312.0,22.0,140_31_2.
20140312.0,23.0,140_31_2.
20140312.0,25.0,140_31_2.
20140312.0,32.0,140_31_2.
20140312.0,37.0,140_31_2.
20140312.0,44.0,140_31_2.
20140312.0,52.0,140_31_2.
20140312.0,60.0,140_31_2.
20140312.0,63.0,140_31_2.
20140312.0,80.0,140_31_2.
20140312.0,89.0,140_31_2.
20140312.0,91.0,140_31_2.
20140312.0,104.0,140_31_2.
20140312.0,112.0,140_31_2.
20140312.0,214.0,140_31_2.
20140401.0,41.0,140_40_1.
20140401.0,276.0,140_40_1.
20140401.0,283.0,140_40_1.
20140401.0,309.0,140_40_1.
20140401.0,373.0,140_40_1.
20140402.0,3.0,140_40_2.
20140402.0,13.0,140_40_2.
20140402.0,82.0,140_40_2.
20140402.0,86.0,140_40_2.
20140402.0,94.0,140_40_2.
20140402.0,100.0,140_40_2.
20140402.0,101.0,140_40_2.
20140402.0,111.0,140_40_2.
20140402.0,117.0,140_40_2.
20140402.0,119.0,140_40_2.
20140402.0,122.0,140_40_2.
20140402.0,125.0,140_40_2.
20140402.0,130.0,140_40_2.
20140402.0,151.0,140_40_2.
20140402.0,153.0,140_40_2.
20140402.0,166.0,140_40_2.
20140402.0,182.0,140_40_2.
20140402.0,184.0,140_40_2.
20140402.0,185.0,140_40_2.
20140402.0,211.0,140_40_2.
20140402.0,219.0,140_40_2.
20140403.0,9.0,140_40_3.
20140403.0,109.0,140_40_3.
20140403.0,111.0,140_40_3.
20140403.0,112.0,140_40_3.
20140403.0,132.0,140_40_3.
20140403.0,155.0,140_40_3.
20140403.0,157.0,140_40_3.
20140403.0,161.0,140_40_3.
20140403.0,166.0,140_40_3.
20140403.0,167.0,140_40_3.
20140403.0,178.0,140_40_3.
20140403.0,183.0,140_40_3.
20140403.0,206.0,140_40_3.
20140403.0,214.0,140_40_3.
20140403.0,216.0,140_40_3.
20140404.0,3.0,140_40_4.
20140404.0,5.0,140_40_4.
20140404.0,80.0,140_40_4.
20140404.0,89.0,140_40_4.
20140404.0,105.0,140_40_4.
20140404.0,276.0,140_40_4.
20140405.0,47.0,140_40_5.
20140405.0,72.0,140_40_5.
20140405.0,176.0,140_40_5.
20140405.0,212.0,140_40_5.
20140405.0,266.0,140_40_5.
20140405.0,270.0,140_40_5.
20140405.0,298.0,140_40_5.
20140405.0,325.0,140_40_5.
20140405.0,328.0,140_40_5.
20140405.0,351.0,140_40_5.
20140405.0,352.0,140_40_5.
20140405.0,370.0,140_40_5.
20140406.0,117.0,140_40_6.
20140406.0,130.0,140_40_6.
20140406.0,147.0,140_40_6.
20140406.0,200.0,140_40_6.
20140406.0,215.0,140_40_6.
20140407.0,29.0,140_40_7.
20140407.0,32.0,140_40_7.
20140407.0,129.0,140_40_7.
20140407.0,134.0,140_40_7.
20140407.0,415.0,140_40_7.
20140408.0,55.0,140_40_8.
20140408.0,168.0,140_40_8.
20140408.0,178.0,140_40_8.
20140408.0,181.0,140_40_8.
20140408.0,435.0,140_40_8.
20140408.0,436.0,140_40_8.
20140408.0,439.0,140_40_8.
20140409.0,12.0,140_40_9.
20140409.0,216.0,140_40_9.
20140410.0,55.0,140_41_.
20140410.0,173.0,140_41_.
20140410.0,577.0,140_41_.
20140502.0,243.0,140_50_2.
20140503.0,31.0,140_50_3.
20140503.0,227.0,140_50_3.
20140503.0,238.0,140_50_3.
20140503.0,397.0,140_50_3.
20140504.0,240.0,140_50_4.
20140505.0,93.0,140_50_5.
20140505.0,344.0,140_50_5.
20140507.0,104.0,140_50_7.
20140508.0,81.0,140_50_8.
20140509.0,138.0,140_50_9.
20140509.0,270.0,140_50_9.
20140509.0,299.0,140_50_9.
20140509.0,446.0,140_50_9.
20140509.0,458.0,140_50_9.
20140509.0,495.0,140_50_9.
20140510.0,9.0,140_51_.
20140510.0,75.0,140_51_.
20140510.0,138.0,140_51_.
20140510.0,143.0,140_51_.
20140510.0,182.0,140_51_.
20140510.0,229.0,140_51_.
20140510.0,421.0,140_51_.
20140601.0,233.0,140_60_1.
20140602.0,143.0,140_60_2.
20140602.0,147.0,140_60_2.
20140602.0,395.0,140_60_2.
20140603.0,27.0,140_60_3.
20140603.0,102.0,140_60_3.
20140603.0,230.0,140_60_3.
20140603.0,362.0,140_60_3.
20140604.0,82.0,140_60_4.
20140605.0,265.0,140_60_5.
20140607.0,240.0,140_60_7.
20140607.0,260.0,140_60_7.
20140608.0,142.0,140_60_8.
20140609.0,225.0,140_60_9.
20140609.0,336.0,140_60_9.
20140609.0,341.0,140_60_9.
20140610.0,97.0,140_61_.
20140701.0,23.0,140_70_1.
20140701.0,84.0,140_70_1.
20140701.0,159.0,140_70_1.
20140703.0,101.0,140_70_3.
20140703.0,102.0,140_70_3.
20140703.0,109.0,140_70_3.
20140703.0,111.0,140_70_3.
20140703.0,157.0,140_70_3.
20140703.0,217.0,140_70_3.
20140704.0,15.0,140_70_4.
20140704.0,236.0,140_70_4.
20140705.0,131.0,140_70_5.
20140705.0,160.0,140_70_5.
20140706.0,68.0,140_70_6.
20140706.0,86.0,140_70_6.
20140706.0,173.0,140_70_6.
20140709.0,76.0,140_70_9.
20140709.0,136.0,140_70_9.
20140801.0,116.0,140_80_1.
20140801.0,244.0,140_80_1.
20140801.0,277.0,140_80_1.
20140801.0,342.0,140_80_1.
20140801.0,343.0,140_80_1.
20140804.0,113.0,140_80_4.
20140804.0,221.0,140_80_4.
20140805.0,218.0,140_80_5.
20140805.0,446.0,140_80_5.
20140805.0,452.0,140_80_5.
20140805.0,466.0,140_80_5.
20140806.0,181.0,140_80_6.
20140806.0,325.0,140_80_6.
20140806.0,375.0,140_80_6.
20140806.0,422.0,140_80_6.
20140808.0,5.0,140_80_8.
20140901.0,190.0,140_90_1.
20140901.0,309.0,140_90_1.
20140901.0,415.0,140_90_1.
20140902.0,149.0,140_90_2.
20140902.0,181.0,140_90_2.
20140902.0,197.0,140_90_2.
20140903.0,100.0,140_90_3.
20140903.0,173.0,140_90_3.
20140903.0,189.0,140_90_3.
20140903.0,195.0,140_90_3.
20140903.0,203.0,140_90_3.
20140903.0,256.0,140_90_3.
20140903.0,302.0,140_90_3.
20140903.0,309.0,140_90_3.
20140903.0,323.0,140_90_3.
20140903.0,324.0,140_90_3.
20140903.0,362.0,140_90_3.
20140904.0,20.0,140_90_4.
20140904.0,118.0,140_90_4.
20140904.0,130.0,140_90_4.
20140904.0,132.0,140_90_4.
20140904.0,136.0,140_90_4.
20140904.0,139.0,140_90_4.
20140904.0,156.0,140_90_4.
20140904.0,157.0,140_90_4.
20140904.0,258.0,140_90_4.
20140904.0,482.0,140_90_4.
20140906.0,24.0,140_90_6.
20140906.0,29.0,140_90_6.
20140906.0,243.0,140_90_6.
20140906.0,280.0,140_90_6.
20140906.0,288.0,140_90_6.
20140907.0,21.0,140_90_7.
20140907.0,29.0,140_90_7.
20140907.0,47.0,140_90_7.
20140907.0,48.0,140_90_7.
20140907.0,51.0,140_90_7.
20140907.0,53.0,140_90_7.
20140907.0,60.0,140_90_7.
20140907.0,66.0,140_90_7.
20140907.0,79.0,140_90_7.
20140907.0,83.0,140_90_7.
20140907.0,86.0,140_90_7.
20140907.0,96.0,140_90_7.
20140907.0,97.0,140_90_7.
20140907.0,98.0,140_90_7.
20140907.0,99.0,140_90_7.
20140907.0,108.0,140_90_7.
20140907.0,109.0,140_90_7.
20140907.0,110.0,140_90_7.
20140907.0,118.0,140_90_7.
20140908.0,6.0,140_90_8.
20140908.0,11.0,140_90_8.
20140908.0,95.0,140_90_8.
20140908.0,97.0,140_90_8.
20140908.0,226.0,140_90_8.
20140908.0,241.0,140_90_8.
20140908.0,276.0,140_90_8.
20140908.0,282.0,140_90_8.
20140909.0,85.0,140_90_9.
20140909.0,94.0,140_90_9.
20140909.0,193.0,140_90_9.
20140909.0,232.0,140_90_9.
20140909.0,333.0,140_90_9.
20140909.0,337.0,140_90_9.
20140910.0,53.0,140_91_.
20140911.0,301.0,140_91_1.
20140912.0,90.0,140_91_2.
20140912.0,157.0,140_91_2.
20140912.0,397.0,140_91_2.
20140913.0,18.0,140_91_3.
20140913.0,28.0,140_91_3.
20140913.0,30.0,140_91_3.
20140913.0,62.0,140_91_3.
20140913.0,67.0,140_91_3.
20140913.0,271.0,140_91_3.
20141101.0,67.0,141_10_1.
20141101.0,78.0,141_10_1.
20141101.0,99.0,141_10_1.
20141101.0,247.0,141_10_1.
20141101.0,263.0,141_10_1.
20141102.0,2.0,141_10_2.
20141102.0,11.0,141_10_2.
20141102.0,19.0,141_10_2.
20141102.0,20.0,141_10_2.
20141102.0,26.0,141_10_2.
20141102.0,32.0,141_10_2.
20141102.0,37.0,141_10_2.
20141102.0,42.0,141_10_2.
20141102.0,111.0,141_10_2.
20141102.0,157.0,141_10_2.
20141102.0,364.0,141_10_2.
20141102.0,428.0,141_10_2.
20141102.0,438.0,141_10_2.
20141103.0,34.0,141_10_3.
20141103.0,43.0,141_10_3.
20141103.0,57.0,141_10_3.
20141103.0,67.0,141_10_3.
20141103.0,70.0,141_10_3.
20141103.0,71.0,141_10_3.
20141103.0,75.0,141_10_3.
20141103.0,165.0,141_10_3.
20141103.0,196.0,141_10_3.
20141103.0,197.0,141_10_3.
20141103.0,199.0,141_10_3.
20141103.0,205.0,141_10_3.
20141104.0,22.0,141_10_4.
20141104.0,30.0,141_10_4.
20141104.0,40.0,141_10_4.
20141104.0,41.0,141_10_4.
20141104.0,43.0,141_10_4.
20141104.0,44.0,141_10_4.
20141104.0,45.0,141_10_4.
20141104.0,47.0,141_10_4.
20141104.0,48.0,141_10_4.
20141104.0,50.0,141_10_4.
20141104.0,51.0,141_10_4.
20141104.0,52.0,141_10_4.
20141104.0,59.0,141_10_4.
20141104.0,61.0,141_10_4.
20141104.0,64.0,141_10_4.
20141104.0,68.0,141_10_4.
20141104.0,69.0,141_10_4.
20141104.0,87.0,141_10_4.
20141104.0,88.0,141_10_4.
20141104.0,95.0,141_10_4.
20141104.0,97.0,141_10_4.
20141104.0,98.0,141_10_4.
20141104.0,100.0,141_10_4.
20141104.0,102.0,141_10_4.
20141104.0,106.0,141_10_4.
20141104.0,187.0,141_10_4.
20141104.0,189.0,141_10_4.
20141104.0,191.0,141_10_4.
20141104.0,192.0,141_10_4.
20141104.0,238.0,141_10_4.
20141104.0,245.0,141_10_4.
20141104.0,255.0,141_10_4.
20141104.0,259.0,141_10_4.
20141104.0,260.0,141_10_4.
20141104.0,261.0,141_10_4.
20141104.0,264.0,141_10_4.
20141104.0,266.0,141_10_4.
20141104.0,267.0,141_10_4.
20141104.0,271.0,141_10_4.
20141105.0,28.0,141_10_5.
20141105.0,39.0,141_10_5.
20141105.0,66.0,141_10_5.
20141105.0,267.0,141_10_5.
20141105.0,278.0,141_10_5.
20141105.0,303.0,141_10_5.
20141105.0,318.0,141_10_5.
20141105.0,361.0,141_10_5.
20141105.0,378.0,141_10_5.
20141106.0,19.0,141_10_6.
20141106.0,22.0,141_10_6.
20141106.0,25.0,141_10_6.
20141106.0,122.0,141_10_6.
20141106.0,131.0,141_10_6.
20141106.0,142.0,141_10_6.
20141106.0,144.0,141_10_6.
20141106.0,149.0,141_10_6.
20141106.0,168.0,141_10_6.
20141106.0,169.0,141_10_6.
20141106.0,267.0,141_10_6.
20141106.0,268.0,141_10_6.
20141106.0,270.0,141_10_6.
20141106.0,273.0,141_10_6.
20141106.0,292.0,141_10_6.
20141106.0,293.0,141_10_6.
20141106.0,298.0,141_10_6.
20141106.0,299.0,141_10_6.
20141106.0,302.0,141_10_6.
20141106.0,307.0,141_10_6.
20141106.0,308.0,141_10_6.
20141106.0,312.0,141_10_6.
20141106.0,313.0,141_10_6.
20141106.0,323.0,141_10_6.
20141106.0,325.0,141_10_6.
20141106.0,328.0,141_10_6.
20141106.0,349.0,141_10_6.
20141107.0,54.0,141_10_7.
20141107.0,62.0,141_10_7.
20141107.0,99.0,141_10_7.
20141107.0,111.0,141_10_7.
20141108.0,27.0,141_10_8.
20141108.0,62.0,141_10_8.
20141108.0,86.0,141_10_8.
20141108.0,97.0,141_10_8.
20141108.0,99.0,141_10_8.
20141108.0,109.0,141_10_8.
20141108.0,120.0,141_10_8.
20141108.0,476.0,141_10_8.
20141112.0,75.0,141_11_2.
20141112.0,78.0,141_11_2.
20141112.0,107.0,141_11_2.
20141112.0,111.0,141_11_2.
20141112.0,132.0,141_11_2.
20141112.0,140.0,141_11_2.
20141112.0,141.0,141_11_2.
20141112.0,149.0,141_11_2.
20141113.0,19.0,141_11_3.
20141113.0,20.0,141_11_3.
20141113.0,35.0,141_11_3.
20141113.0,42.0,141_11_3.
20141113.0,92.0,141_11_3.
20141113.0,93.0,141_11_3.
20141113.0,100.0,141_11_3.
20141113.0,101.0,141_11_3.
20141113.0,111.0,141_11_3.
20141113.0,120.0,141_11_3.
20141113.0,178.0,141_11_3.
20141113.0,185.0,141_11_3.
20141113.0,213.0,141_11_3.
20141113.0,216.0,141_11_3.
20141113.0,228.0,141_11_3.
20141113.0,368.0,141_11_3.
20141113.0,375.0,141_11_3.
20141113.0,393.0,141_11_3.
20141113.0,396.0,141_11_3.
20141114.0,15.0,141_11_4.
20141114.0,16.0,141_11_4.
20141114.0,18.0,141_11_4.
20141114.0,79.0,141_11_4.
20141114.0,80.0,141_11_4.
20141114.0,82.0,141_11_4.
20141114.0,142.0,141_11_4.
20141114.0,145.0,141_11_4.
20141114.0,148.0,141_11_4.
20141114.0,154.0,141_11_4.
20141114.0,157.0,141_11_4.
20141114.0,158.0,141_11_4.
20141114.0,160.0,141_11_4.
20141114.0,171.0,141_11_4.
20141114.0,188.0,141_11_4.
20141202.0,226.0,141_20_2.
20141203.0,291.0,141_20_3.
20141204.0,95.0,141_20_4.
20141204.0,128.0,141_20_4.
20141204.0,134.0,141_20_4.
20141204.0,221.0,141_20_4.
20141204.0,289.0,141_20_4.
20141205.0,26.0,141_20_5.
20141205.0,34.0,141_20_5.
20141205.0,131.0,141_20_5.
20141205.0,324.0,141_20_5.
20141205.0,330.0,141_20_5.
20141205.0,350.0,141_20_5.
20141205.0,368.0,141_20_5.
20141206.0,31.0,141_20_6.
20141206.0,83.0,141_20_6.
20141206.0,189.0,141_20_6.
20141207.0,46.0,141_20_7.
20141207.0,83.0,141_20_7.
20141208.0,82.0,141_20_8.
20141209.0,148.0,141_20_9.
20141209.0,185.0,141_20_9.
20141209.0,264.0,141_20_9.
20141209.0,275.0,141_20_9.
20141210.0,87.0,141_21_.
20141210.0,203.0,141_21_.
20141211.0,26.0,141_21_1.
20141211.0,74.0,141_21_1.
20141302.0,84.0,141_30_2.
20141302.0,142.0,141_30_2.
20141302.0,180.0,141_30_2.
20141302.0,220.0,141_30_2.
20141304.0,143.0,141_30_4.
20141304.0,179.0,141_30_4.
20141304.0,213.0,141_30_4.
20141305.0,269.0,141_30_5.
20141306.0,109.0,141_30_6.
20141306.0,123.0,141_30_6.
20141306.0,160.0,141_30_6.
20141308.0,68.0,141_30_8.
20141308.0,229.0,141_30_8.
20141309.0,169.0,141_30_9.
20141309.0,258.0,141_30_9.
20141309.0,326.0,141_30_9.
20141310.0,154.0,141_31_.
20141310.0,274.0,141_31_.
20141311.0,7.0,141_31_1.
20141311.0,102.0,141_31_1.
20141311.0,181.0,141_31_1.
20141402.0,274.0,141_40_2.
20141403.0,226.0,141_40_3.
20141403.0,265.0,141_40_3.
20141405.0,85.0,141_40_5.
20141405.0,110.0,141_40_5.
20141406.0,6.0,141_40_6.
20141407.0,21.0,141_40_7.
20141407.0,85.0,141_40_7.
20141408.0,44.0,141_40_8.
20141408.0,379.0,141_40_8.
20141409.0,9.0,141_40_9.
20141409.0,124.0,141_40_9.
20141409.0,145.0,141_40_9.
20141409.0,288.0,141_40_9.
20141410.0,33.0,141_41_.
20141411.0,15.0,141_41_1.
20141411.0,39.0,141_41_1.
20141411.0,56.0,141_41_1.
20141501.0,218.0,141_50_1.
20141502.0,8.0,141_50_2.
20141502.0,227.0,141_50_2.
20141503.0,54.0,141_50_3.
20141503.0,116.0,141_50_3.
20141503.0,224.0,141_50_3.
20141504.0,2.0,141_50_4.
20141504.0,22.0,141_50_4.
20141504.0,294.0,141_50_4.
20141504.0,341.0,141_50_4.
20141505.0,77.0,141_50_5.
20141505.0,347.0,141_50_5.
20141505.0,365.0,141_50_5.
20141505.0,367.0,141_50_5.
20141505.0,373.0,141_50_5.
20141505.0,394.0,141_50_5.
20141506.0,113.0,141_50_6.
20141506.0,138.0,141_50_6.
20141506.0,359.0,141_50_6.
20141507.0,88.0,141_50_7.
20141507.0,115.0,141_50_7.
20141507.0,144.0,141_50_7.
20141507.0,155.0,141_50_7.
20141507.0,185.0,141_50_7.
20141508.0,87.0,141_50_8.
20141508.0,104.0,141_50_8.
20141508.0,121.0,141_50_8.
20141508.0,159.0,141_50_8.
20141508.0,270.0,141_50_8.
20141508.0,282.0,141_50_8.
20141508.0,286.0,141_50_8.
20141508.0,291.0,141_50_8.
20141508.0,297.0,141_50_8.
20141508.0,309.0,141_50_8.
20141508.0,313.0,141_50_8.
20141508.0,318.0,141_50_8.
20141508.0,340.0,141_50_8.
20141508.0,341.0,141_50_8.
20141508.0,363.0,141_50_8.
20141508.0,399.0,141_50_8.
20141508.0,583.0,141_50_8.
20141508.0,596.0,141_50_8.
20141508.0,767.0,141_50_8.
20141601.0,36.0,141_60_1.
20141601.0,65.0,141_60_1.
20141601.0,221.0,141_60_1.
20141601.0,224.0,141_60_1.
20141601.0,228.0,141_60_1.
20141601.0,266.0,141_60_1.
20141601.0,278.0,141_60_1.
20141601.0,292.0,141_60_1.
20141601.0,383.0,141_60_1.
20141601.0,466.0,141_60_1.
20141601.0,515.0,141_60_1.
20141601.0,534.0,141_60_1.
20141601.0,535.0,141_60_1.
20141601.0,547.0,141_60_1.
20141601.0,558.0,141_60_1.
20141601.0,565.0,141_60_1.
20141601.0,572.0,141_60_1.
20141602.0,31.0,141_60_2.
20141602.0,32.0,141_60_2.
20141602.0,34.0,141_60_2.
20141602.0,39.0,141_60_2.
20141602.0,43.0,141_60_2.
20141602.0,135.0,141_60_2.
20141602.0,308.0,141_60_2.
20141602.0,309.0,141_60_2.
20141602.0,317.0,141_60_2.
20141602.0,319.0,141_60_2.
20141603.0,62.0,141_60_3.
20141603.0,138.0,141_60_3.
20141603.0,213.0,141_60_3.
20141603.0,341.0,141_60_3.
20141603.0,349.0,141_60_3.
20141603.0,444.0,141_60_3.
20141603.0,453.0,141_60_3.
20141603.0,461.0,141_60_3.
20141603.0,518.0,141_60_3.
20141604.0,39.0,141_60_4.
20141604.0,41.0,141_60_4.
20141604.0,48.0,141_60_4.
20141604.0,63.0,141_60_4.
20141604.0,75.0,141_60_4.
20141604.0,83.0,141_60_4.
20141604.0,87.0,141_60_4.
20141604.0,89.0,141_60_4.
20141604.0,95.0,141_60_4.
20141604.0,102.0,141_60_4.
20141604.0,132.0,141_60_4.
20141604.0,136.0,141_60_4.
20141604.0,168.0,141_60_4.
20141604.0,169.0,141_60_4.
20141604.0,170.0,141_60_4.
20141604.0,173.0,141_60_4.
20141604.0,250.0,141_60_4.
20141604.0,282.0,141_60_4.
20141604.0,300.0,141_60_4.
20141604.0,360.0,141_60_4.
20141604.0,365.0,141_60_4.
20141604.0,374.0,141_60_4.
20141605.0,4.0,141_60_5.
20141605.0,16.0,141_60_5.
20141605.0,24.0,141_60_5.
20141605.0,29.0,141_60_5.
20141605.0,30.0,141_60_5.
20141605.0,50.0,141_60_5.
20141605.0,52.0,141_60_5.
20141605.0,53.0,141_60_5.
20141605.0,56.0,141_60_5.
20141605.0,72.0,141_60_5.
20141605.0,76.0,141_60_5.
20141605.0,86.0,141_60_5.
20141605.0,90.0,141_60_5.
20141605.0,91.0,141_60_5.
20141605.0,101.0,141_60_5.
20141605.0,113.0,141_60_5.
20141605.0,148.0,141_60_5.
20141605.0,169.0,141_60_5.
20141605.0,175.0,141_60_5.
20141605.0,197.0,141_60_5.
20141605.0,238.0,141_60_5.
20141605.0,271.0,141_60_5.
20141605.0,285.0,141_60_5.
20141605.0,287.0,141_60_5.
20141605.0,294.0,141_60_5.
20141605.0,295.0,141_60_5.
20141605.0,300.0,141_60_5.
20141605.0,305.0,141_60_5.
20141605.0,309.0,141_60_5.
20141606.0,2.0,141_60_6.
20141606.0,3.0,141_60_6.
20141606.0,46.0,141_60_6.
20141606.0,47.0,141_60_6.
20141606.0,52.0,141_60_6.
20141607.0,6.0,141_60_7.
20141607.0,18.0,141_60_7.
20141607.0,51.0,141_60_7.
20141607.0,70.0,141_60_7.
20141607.0,73.0,141_60_7.
20141607.0,82.0,141_60_7.
20141607.0,100.0,141_60_7.
20141607.0,105.0,141_60_7.
20141607.0,229.0,141_60_7.
20141607.0,297.0,141_60_7.
20141607.0,299.0,141_60_7.
20141701.0,21.0,141_70_1.
20141701.0,55.0,141_70_1.
20141701.0,68.0,141_70_1.
20141701.0,92.0,141_70_1.
20141701.0,105.0,141_70_1.
20141701.0,106.0,141_70_1.
20141701.0,110.0,141_70_1.
20141701.0,119.0,141_70_1.
20141701.0,124.0,141_70_1.
20141701.0,163.0,141_70_1.
20141701.0,279.0,141_70_1.
20141701.0,294.0,141_70_1.
20141701.0,299.0,141_70_1.
20141701.0,303.0,141_70_1.
20141701.0,341.0,141_70_1.
20141701.0,347.0,141_70_1.
20141702.0,60.0,141_70_2.
20141702.0,186.0,141_70_2.
20141702.0,219.0,141_70_2.
20141702.0,238.0,141_70_2.
20141702.0,283.0,141_70_2.
20141702.0,317.0,141_70_2.
20141702.0,318.0,141_70_2.
20141702.0,324.0,141_70_2.
20141703.0,55.0,141_70_3.
20141703.0,117.0,141_70_3.
20141703.0,126.0,141_70_3.
20141703.0,139.0,141_70_3.
20141703.0,141.0,141_70_3.
20141703.0,146.0,141_70_3.
20141703.0,176.0,141_70_3.
20141703.0,186.0,141_70_3.
20141703.0,198.0,141_70_3.
20141703.0,199.0,141_70_3.
20141703.0,204.0,141_70_3.
20141703.0,229.0,141_70_3.
20141703.0,235.0,141_70_3.
20141703.0,256.0,141_70_3.
20141703.0,261.0,141_70_3.
20141703.0,270.0,141_70_3.
20141703.0,279.0,141_70_3.
20141703.0,297.0,141_70_3.
20141703.0,301.0,141_70_3.
20141703.0,305.0,141_70_3.
20141703.0,310.0,141_70_3.
20141704.0,8.0,141_70_4.
20141704.0,15.0,141_70_4.
20141704.0,106.0,141_70_4.
20141705.0,6.0,141_70_5.
20141705.0,27.0,141_70_5.
20141705.0,65.0,141_70_5.
20141705.0,74.0,141_70_5.
20141705.0,149.0,141_70_5.
20141705.0,190.0,141_70_5.
20141705.0,238.0,141_70_5.
20141705.0,272.0,141_70_5.
20141706.0,4.0,141_70_6.
20141706.0,6.0,141_70_6.
20141706.0,10.0,141_70_6.
20141706.0,13.0,141_70_6.
20141706.0,50.0,141_70_6.
20141706.0,56.0,141_70_6.
20141706.0,57.0,141_70_6.
20141706.0,94.0,141_70_6.
20141706.0,103.0,141_70_6.
20141706.0,104.0,141_70_6.
20141706.0,105.0,141_70_6.
20141706.0,106.0,141_70_6.
20141706.0,108.0,141_70_6.
20141706.0,120.0,141_70_6.
20141706.0,133.0,141_70_6.
20141706.0,135.0,141_70_6.
20141706.0,178.0,141_70_6.
20141706.0,195.0,141_70_6.
20141706.0,196.0,141_70_6.
20141706.0,211.0,141_70_6.
20141706.0,219.0,141_70_6.
20141706.0,263.0,141_70_6.
20141707.0,1.0,141_70_7.
20141707.0,6.0,141_70_7.
20141707.0,10.0,141_70_7.
20141707.0,11.0,141_70_7.
20141707.0,14.0,141_70_7.
20141707.0,16.0,141_70_7.
20141707.0,19.0,141_70_7.
20141707.0,23.0,141_70_7.
20141707.0,28.0,141_70_7.
20141707.0,31.0,141_70_7.
20141707.0,43.0,141_70_7.
20141707.0,47.0,141_70_7.
20141707.0,54.0,141_70_7.
20141707.0,63.0,141_70_7.
20141707.0,65.0,141_70_7.
20141707.0,66.0,141_70_7.
20141707.0,67.0,141_70_7.
20141707.0,74.0,141_70_7.
20141707.0,84.0,141_70_7.
20141707.0,91.0,141_70_7.
20141707.0,93.0,141_70_7.
20141707.0,95.0,141_70_7.
20141707.0,98.0,141_70_7.
20141707.0,103.0,141_70_7.
20141707.0,120.0,141_70_7.
20141707.0,171.0,141_70_7.
20141707.0,172.0,141_70_7.
20141707.0,179.0,141_70_7.
20141707.0,184.0,141_70_7.
20141707.0,304.0,141_70_7.
20141708.0,139.0,141_70_8.
20141708.0,162.0,141_70_8.
20141708.0,216.0,141_70_8.
20141708.0,292.0,141_70_8.
20141708.0,295.0,141_70_8.
20141708.0,342.0,141_70_8.
20141708.0,367.0,141_70_8.
20141708.0,372.0,141_70_8.
20141708.0,394.0,141_70_8.
20141708.0,555.0,141_70_8.
20141708.0,577.0,141_70_8.
20141708.0,582.0,141_70_8.
20141708.0,595.0,141_70_8.
20141708.0,600.0,141_70_8.
20141801.0,132.0,141_80_1.
